	i	j	d	f	o	n
40428	9	30	4	7	0.154427114	0.032007777
40429	9	30	4	8	0.305651631	1.54E-05
40430	9	30	4	9	0.498297569	1.66E-13
40431	9	30	4	10	0.503304322	8.65E-14
40432	9	30	4	11	0.350410977	5.86E-07
40433	9	30	4	12	-0.364044017	1.95E-07
40434	9	30	4	13	-0.435970443	2.34E-10
40435	9	30	4	14	-0.258182666	0.000288799
40436	9	30	4	15	0.494484702	2.70E-13
40437	9	30	4	16	0.505654228	6.36E-14
40438	9	30	4	17	0.343080229	1.04E-06
40439	9	30	4	18	0.445435656	8.53E-11
40440	9	30	4	19	0.439382507	1.63E-10
40441	9	30	4	20	0.370982118	1.09E-07
40442	9	30	4	21	-0.520162254	8.99E-15
40443	9	30	4	22	-0.514370205	1.99E-14
40444	9	30	4	23	-0.287993979	4.88E-05
40445	9	30	4	24	0.445778475	8.21E-11
40446	9	30	4	25	0.439755223	1.57E-10
40447	9	30	4	26	0.367215094	1.50E-07
40448	9	30	4	27	0.557141541	3.94E-17
40449	9	30	4	28	0.46020896	1.66E-11
40450	9	30	4	29	0.193064588	0.007143657
40451	9	30	4	30	0.548961798	1.39E-16
40452	9	30	4	31	0.355962967	3.77E-07
40453	9	30	4	32	0.284456875	6.09E-05
40454	9	30	4	33	0.500070749	1.32E-13
40455	9	30	4	34	0.364119862	1.94E-07
40456	9	30	4	35	0.222123202	0.001904937
40457	9	30	4	36	0.116342454	0.107123518
40458	9	30	4	37	-0.215429527	0.002622725
40459	9	30	4	38	-0.207892594	0.003718085
40460	9	30	5	6	0.626253911	2.04E-22
40461	9	30	5	7	-0.008111544	0.910855933
40462	9	30	5	8	0.798029553	7.01E-44
40463	9	30	5	9	0.421428665	1.04E-09
40464	9	30	5	10	0.414087122	2.15E-09
40465	9	30	5	11	0.78974196	2.12E-42
40466	9	30	5	12	-0.031632701	0.662321598
40467	9	30	5	13	-0.066040462	0.361505499
40468	9	30	5	14	-0.833531949	4.17E-51
40469	9	30	5	15	0.418723886	1.36E-09
40470	9	30	5	16	0.414138976	2.14E-09
40471	9	30	5	17	0.789678397	2.18E-42
40472	9	30	5	18	0.381226649	4.51E-08
40473	9	30	5	19	0.375587929	7.35E-08
40474	9	30	5	20	0.634833559	3.63E-23
40475	9	30	5	21	-0.38864681	2.33E-08
40476	9	30	5	22	-0.380214657	4.92E-08
40477	9	30	5	23	-0.933752627	3.66E-87
40478	9	30	5	24	0.381539447	4.38E-08
40479	9	30	5	25	0.373284602	8.96E-08
40480	9	30	5	26	0.63402062	4.28E-23
40481	9	30	5	27	0.438184557	1.85E-10
40482	9	30	5	28	0.398265293	9.69E-09
40483	9	30	5	29	0.713221233	2.69E-31
40484	9	30	5	30	0.448194812	6.31E-11
40485	9	30	5	31	0.172495785	0.016447534
40486	9	30	5	32	0.770185613	3.72E-39
40487	9	30	5	33	0.485992381	7.81E-13
40488	9	30	5	34	0.40071007	7.72E-09
40489	9	30	5	35	0.761502276	8.11E-38
40490	9	30	5	36	0.408466701	3.70E-09
40491	9	30	5	37	-0.275998314	0.00010228
40492	9	30	5	38	-0.413546331	2.26E-09
40493	9	30	6	9	0.365598315	1.71E-07
40494	9	30	6	10	0.376710184	6.68E-08
40495	9	30	6	11	0.545880196	2.21E-16
40496	9	30	6	12	-0.075684241	0.29551022
40497	9	30	6	13	-0.121094658	0.093434693
40498	9	30	6	14	-0.534262476	1.23E-15
40499	9	30	6	15	0.37024771	1.16E-07
40500	9	30	6	16	0.378061783	5.94E-08
40501	9	30	6	17	0.548775086	1.43E-16
40502	9	30	6	18	0.313527572	9.00E-06
40503	9	30	6	19	0.299666356	2.30E-05
40504	9	30	6	20	0.478294015	2.00E-12
40505	9	30	6	21	-0.284027562	6.26E-05
40506	9	30	6	22	-0.282013031	7.09E-05
40507	9	30	6	23	-0.614399984	2.04E-21
40508	9	30	6	24	0.31039218	1.12E-05
40509	9	30	6	25	0.295705629	2.98E-05
40510	9	30	6	26	0.478780342	1.88E-12
40511	9	30	7	9	0.133707511	0.063769193
40512	9	30	7	10	0.134240498	0.062709274
40513	9	30	7	11	0.014301812	0.843509413
40514	9	30	7	12	-0.110034014	0.127673524
40515	9	30	7	13	-0.123025619	0.088286788
40516	9	30	7	14	0.095082624	0.188398611
40517	9	30	7	15	0.14914192	0.038445018
40518	9	30	7	16	0.150757537	0.036370467
40519	9	30	7	17	0.015906325	0.82621686
40520	9	30	7	18	0.095948728	0.184387025
40521	9	30	7	19	0.095959831	0.184336005
40522	9	30	7	20	0.01720548	0.812275885
40523	9	30	7	21	-0.151590329	0.035338608
40524	9	30	7	22	-0.141946599	0.048935026
40525	9	30	7	23	0.055563874	0.442786234
40526	9	30	7	24	0.099113337	0.170262479
40527	9	30	7	25	0.099662979	0.167893548
40528	9	30	7	26	0.020997459	0.771936317
40529	9	30	8	9	0.29193038	3.80E-05
40530	9	30	8	10	0.29702883	2.73E-05
40531	9	30	8	11	0.674657533	5.53E-27
40532	9	30	8	12	0.093406788	0.196341354
40533	9	30	8	13	0.064330123	0.374100826
40534	9	30	8	14	-0.691662126	8.41E-29
40535	9	30	8	15	0.296311763	2.86E-05
40536	9	30	8	16	0.297704185	2.61E-05
40537	9	30	8	17	0.683138087	7.10E-28
40538	9	30	8	18	0.260798334	0.000249094
40539	9	30	8	19	0.254807101	0.000348746
40540	9	30	8	20	0.552505074	8.08E-17
40541	9	30	8	21	-0.212596022	0.00299452
40542	9	30	8	22	-0.205134271	0.004212409
40543	9	30	8	23	-0.803520953	6.70E-45
40544	9	30	8	24	0.259370413	0.000270092
40545	9	30	8	25	0.252090591	0.000405165
40546	9	30	8	26	0.55569815	4.93E-17
40547	9	31	3	6	0.396621609	7.94E-09
40548	9	31	3	7	0.083973372	0.240717498
40549	9	31	3	8	0.358360849	2.33E-07
40550	9	31	3	9	0.587759705	1.09E-19
40551	9	31	3	10	0.582528968	2.72E-19
40552	9	31	3	11	0.484810423	5.23E-13
40553	9	31	3	12	-0.457669092	1.37E-11
40554	9	31	3	13	-0.504726269	3.95E-14
40555	9	31	3	14	-0.476133941	1.53E-12
40556	9	31	3	15	0.577628493	6.33E-19
40557	9	31	3	16	0.581402928	3.31E-19
40558	9	31	3	17	0.469074176	3.59E-12
40559	9	31	3	18	0.533225413	7.22E-16
40560	9	31	3	19	0.521653625	3.84E-15
40561	9	31	3	20	0.4580198	1.31E-11
40562	9	31	3	21	-0.673167301	2.33E-27
40563	9	31	3	22	-0.672777276	2.56E-27
40564	9	31	3	23	-0.47655542	1.45E-12
40565	9	31	3	24	0.531701485	9.03E-16
40566	9	31	3	25	0.517970406	6.44E-15
40567	9	31	3	26	0.450010134	3.26E-11
40568	9	31	3	27	0.585340797	1.67E-19
40569	9	31	3	28	0.43879143	1.12E-10
40570	9	31	3	29	0.259123273	0.000236155
40571	9	31	3	30	0.638502619	5.91E-24
40572	9	31	3	31	0.288152511	4.02E-05
40573	9	31	3	32	0.40664475	3.04E-09
40574	9	31	3	33	0.627456129	5.85E-23
40575	9	31	3	34	0.374808595	5.75E-08
40576	9	31	3	35	0.348675348	5.13E-07
40577	9	31	3	36	0.195762217	0.005835326
40578	9	31	3	37	-0.249705382	0.000402099
40579	9	31	3	38	-0.282128279	5.91E-05
40580	9	31	4	6	0.352548694	3.76E-07
40581	9	31	4	7	0.1556708	0.028934819
40582	9	31	4	8	0.286934541	4.35E-05
40583	9	31	4	9	0.499073309	8.37E-14
40584	9	31	4	10	0.504259217	4.20E-14
40585	9	31	4	11	0.345580639	6.57E-07
40586	9	31	4	12	-0.366765703	1.15E-07
40587	9	31	4	13	-0.438638513	1.14E-10
40588	9	31	4	14	-0.238231037	0.000748627
40589	9	31	4	15	0.49541167	1.35E-13
40590	9	31	4	16	0.506555051	3.09E-14
40591	9	31	4	17	0.338049849	1.18E-06
40592	9	31	4	18	0.444331709	6.13E-11
40593	9	31	4	19	0.438445921	1.16E-10
40594	9	31	4	20	0.360640333	1.93E-07
40595	9	31	4	21	-0.518985005	5.59E-15
40596	9	31	4	22	-0.513555743	1.19E-14
40597	9	31	4	23	-0.26538678	0.000163913
40598	9	31	4	24	0.444690139	5.89E-11
40599	9	31	4	25	0.438828875	1.12E-10
40600	9	31	4	26	0.356822117	2.65E-07
40601	9	31	4	27	0.554147504	2.98E-17
40602	9	31	4	28	0.452274761	2.53E-11
40603	9	31	4	29	0.164111014	0.021200451
40604	9	31	4	30	0.549687383	5.99E-17
40605	9	31	4	31	0.356507483	2.72E-07
40606	9	31	4	32	0.264903581	0.00016865
40607	9	31	4	33	0.498685078	8.80E-14
40608	9	31	4	34	0.367635816	1.07E-07
40609	9	31	4	35	0.199758184	0.004888076
40610	9	31	4	36	0.112751311	0.114679688
40611	9	31	4	37	-0.213944162	0.002538018
40612	9	31	4	38	-0.204733585	0.003902729
40613	9	31	5	6	0.625757237	8.26E-23
40614	9	31	5	7	-0.012013554	0.866936311
40615	9	31	5	8	0.806723353	1.99E-46
40616	9	31	5	9	0.395048073	9.20E-09
40617	9	31	5	10	0.387290037	1.88E-08
40618	9	31	5	11	0.766617589	2.26E-39
40619	9	31	5	12	-0.013580102	0.849778092
40620	9	31	5	13	-0.038142251	0.594629834
40621	9	31	5	14	-0.839220415	1.74E-53
40622	9	31	5	15	0.391547285	1.27E-08
40623	9	31	5	16	0.387436296	1.86E-08
40624	9	31	5	17	0.766622307	2.25E-39
40625	9	31	5	18	0.359046256	2.20E-07
40626	9	31	5	19	0.354545242	3.19E-07
40627	9	31	5	20	0.62621176	7.53E-23
40628	9	31	5	21	-0.384559862	2.42E-08
40629	9	31	5	22	-0.376125573	5.12E-08
40630	9	31	5	23	-0.936479736	1.13E-90
40631	9	31	5	24	0.359033674	2.21E-07
40632	9	31	5	25	0.35192201	3.95E-07
40633	9	31	5	26	0.625003941	9.62E-23
40634	9	31	5	27	0.437502889	1.29E-10
40635	9	31	5	28	0.40582069	3.29E-09
40636	9	31	5	29	0.721268697	6.27E-33
40637	9	31	5	30	0.426699269	4.04E-10
40638	9	31	5	31	0.16673145	0.019195601
40639	9	31	5	32	0.773663379	1.66E-40
40640	9	31	5	33	0.46498488	5.83E-12
40641	9	31	5	34	0.387785228	1.80E-08
40642	9	31	5	35	0.76606397	2.76E-39
40643	9	31	5	36	0.408823129	2.46E-09
40644	9	31	5	37	-0.274666012	9.38E-05
40645	9	31	5	38	-0.416420371	1.16E-09
40646	9	31	6	9	0.356203829	2.79E-07
40647	9	31	6	10	0.3667641	1.15E-07
40648	9	31	6	11	0.538576319	3.26E-16
40649	9	31	6	12	-0.067138021	0.348558797
40650	9	31	6	13	-0.108971833	0.127433259
40651	9	31	6	14	-0.534884713	5.65E-16
40652	9	31	6	15	0.360288619	1.99E-07
40653	9	31	6	16	0.368234591	1.02E-07
40654	9	31	6	17	0.54133775	2.15E-16
40655	9	31	6	18	0.300765731	1.75E-05
40656	9	31	6	19	0.287587836	4.17E-05
40657	9	31	6	20	0.464376782	6.26E-12
40658	9	31	6	21	-0.283211275	5.52E-05
40659	9	31	6	22	-0.280949429	6.36E-05
40660	9	31	6	23	-0.612540611	1.12E-21
40661	9	31	6	24	0.297782354	2.14E-05
40662	9	31	6	25	0.283630228	5.37E-05
40663	9	31	6	26	0.464732559	6.01E-12
40664	9	31	7	9	0.133784547	0.060897326
40665	9	31	7	10	0.134301273	0.059897767
40666	9	31	7	11	0.014900687	0.835368174
40667	9	31	7	12	-0.112883513	0.114252322
40668	9	31	7	13	-0.125474801	0.078940768
40669	9	31	7	14	0.098409916	0.168883288
40670	9	31	7	15	0.148748507	0.036967907
40671	9	31	7	16	0.150314503	0.035002264
40672	9	31	7	17	0.016456137	0.818465884
40673	9	31	7	18	0.095088107	0.18379994
40674	9	31	7	19	0.095098652	0.183751101
40675	9	31	7	20	0.01615032	0.821782702
40676	9	31	7	21	-0.153161768	0.031654877
40677	9	31	7	22	-0.143813248	0.043782989
40678	9	31	7	23	0.059054386	0.409761859
40679	9	31	7	24	0.098156826	0.16998706
40680	9	31	7	25	0.09868937	0.167670749
40681	9	31	7	26	0.020352672	0.776506269
40682	9	31	8	9	0.272539616	0.000106828
40683	9	31	8	10	0.276735794	8.26E-05
40684	9	31	8	11	0.661256345	3.87E-26
40685	9	31	8	12	0.10670745	0.135582855
40686	9	31	8	13	0.086885363	0.224735957
40687	9	31	8	14	-0.703165758	1.06E-30
40688	9	31	8	15	0.275591986	8.87E-05
40689	9	31	8	16	0.277478105	7.89E-05
40690	9	31	8	17	0.669480788	5.64E-27
40691	9	31	8	18	0.239601944	0.000696116
40692	9	31	8	19	0.234578667	0.000906856
40693	9	31	8	20	0.537023534	4.12E-16
40694	9	31	8	21	-0.213359205	0.002609708
40695	9	31	8	22	-0.205697522	0.003733963
40696	9	31	8	23	-0.811759327	1.97E-47
40697	9	31	8	24	0.238209591	0.000749477
40698	9	31	8	25	0.231736604	0.001050658
40699	9	31	8	26	0.539733427	2.74E-16
40700	9	32	3	6	0.382061086	1.71E-08
40701	9	32	3	7	0.083078883	0.237461425
40702	9	32	3	8	0.344784892	4.42E-07
40703	9	32	3	9	0.566948616	9.59E-19
40704	9	32	3	10	0.561205314	2.53E-18
40705	9	32	3	11	0.468469956	1.59E-12
40706	9	32	3	12	-0.433341789	9.55E-11
40707	9	32	3	13	-0.4790258	4.24E-13
40708	9	32	3	14	-0.460135371	4.39E-12
40709	9	32	3	15	0.556793053	5.26E-18
40710	9	32	3	16	0.560296241	2.94E-18
40711	9	32	3	17	0.453330067	9.85E-12
40712	9	32	3	18	0.518109307	2.08E-15
40713	9	32	3	19	0.511312499	5.51E-15
40714	9	32	3	20	0.439756276	4.68E-11
40715	9	32	3	21	-0.66292945	3.41E-27
40716	9	32	3	22	-0.664322796	2.44E-27
40717	9	32	3	23	-0.467516987	1.79E-12
40718	9	32	3	24	0.516854729	2.49E-15
40719	9	32	3	25	0.507662047	9.22E-15
40720	9	32	3	26	0.432071636	1.10E-10
40721	9	32	3	27	0.58291249	5.85E-20
40722	9	32	3	28	0.432658945	1.03E-10
40723	9	32	3	29	0.254826858	0.000234886
40724	9	32	3	30	0.63681131	1.35E-24
40725	9	32	3	31	0.285965116	3.38E-05
40726	9	32	3	32	0.4005585	2.91E-09
40727	9	32	3	33	0.620343835	4.38E-23
40728	9	32	3	34	0.368286061	5.97E-08
40729	9	32	3	35	0.34164124	5.71E-07
40730	9	32	3	36	0.17449482	0.012554937
40731	9	32	3	37	-0.24675359	0.000373883
40732	9	32	3	38	-0.271367024	8.64E-05
40733	9	32	4	6	0.342767016	5.21E-07
40734	9	32	4	7	0.154368017	0.027489266
40735	9	32	4	8	0.282474645	4.25E-05
40736	9	32	4	9	0.481111771	3.25E-13
40737	9	32	4	10	0.484296275	2.15E-13
40738	9	32	4	11	0.333876974	1.06E-06
40739	9	32	4	12	-0.350552238	2.74E-07
40740	9	32	4	13	-0.420700295	3.73E-10
40741	9	32	4	14	-0.238287437	0.000598962
40742	9	32	4	15	0.477087764	5.43E-13
40743	9	32	4	16	0.486413323	1.63E-13
40744	9	32	4	17	0.326807955	1.84E-06
40745	9	32	4	18	0.424386955	2.52E-10
40746	9	32	4	19	0.419210436	4.36E-10
40747	9	32	4	20	0.346661768	3.79E-07
40748	9	32	4	21	-0.516479832	2.63E-15
40749	9	32	4	22	-0.51205691	4.96E-15
40750	9	32	4	23	-0.270785702	8.96E-05
40751	9	32	4	24	0.424623411	2.46E-10
40752	9	32	4	25	0.419545557	4.21E-10
40753	9	32	4	26	0.343066443	5.08E-07
40754	9	32	4	27	0.546370733	2.84E-17
40755	9	32	4	28	0.4418208	3.71E-11
40756	9	32	4	29	0.169370164	0.015446079
40757	9	32	4	30	0.543015957	4.83E-17
40758	9	32	4	31	0.352902594	2.25E-07
40759	9	32	4	32	0.269391362	9.77E-05
40760	9	32	4	33	0.484444345	2.11E-13
40761	9	32	4	34	0.363866095	8.81E-08
40762	9	32	4	35	0.201672136	0.003821473
40763	9	32	4	36	0.098248393	0.162104185
40764	9	32	4	37	-0.213647516	0.002153154
40765	9	32	4	38	-0.200550279	0.00402612
40766	9	32	5	6	0.623919355	2.09E-23
40767	9	32	5	7	-0.011884308	0.866028847
40768	9	32	5	8	0.803563787	2.12E-47
40769	9	32	5	9	0.382282189	1.68E-08
40770	9	32	5	10	0.373110747	3.88E-08
40771	9	32	5	11	0.754498023	8.40E-39
40772	9	32	5	12	-0.016146666	0.818699215
40773	9	32	5	13	-0.04035796	0.56656446
40774	9	32	5	14	-0.826741007	2.33E-52
40775	9	32	5	15	0.378664305	2.34E-08
40776	9	32	5	16	0.373114995	3.88E-08
40777	9	32	5	17	0.755106904	6.77E-39
40778	9	32	5	18	0.344642036	4.47E-07
40779	9	32	5	19	0.339426902	6.82E-07
40780	9	32	5	20	0.598558019	3.24E-21
40781	9	32	5	21	-0.385209064	1.28E-08
40782	9	32	5	22	-0.376090014	2.96E-08
40783	9	32	5	23	-0.936607152	5.94E-94
40784	9	32	5	24	0.344470699	4.53E-07
40785	9	32	5	25	0.336797387	8.41E-07
40786	9	32	5	26	0.597416722	4.02E-21
40787	9	32	5	27	0.430783287	1.26E-10
40788	9	32	5	28	0.396043525	4.53E-09
40789	9	32	5	29	0.725785225	1.17E-34
40790	9	32	5	30	0.425530382	2.23E-10
40791	9	32	5	31	0.165962999	0.017676023
40792	9	32	5	32	0.774282709	5.25E-42
40793	9	32	5	33	0.463351986	2.98E-12
40794	9	32	5	34	0.383679718	1.47E-08
40795	9	32	5	35	0.767553788	7.00E-41
40796	9	32	5	36	0.385148955	1.28E-08
40797	9	32	5	37	-0.266825144	0.00011442
40798	9	32	5	38	-0.398703112	3.50E-09
40799	9	32	6	9	0.350205449	2.83E-07
40800	9	32	6	10	0.361706873	1.06E-07
40801	9	32	6	11	0.535001749	1.68E-16
40802	9	32	6	12	-0.0810946	0.248891754
40803	9	32	6	13	-0.121771199	0.082738004
40804	9	32	6	14	-0.53729154	1.18E-16
40805	9	32	6	15	0.353415654	2.16E-07
40806	9	32	6	16	0.363070255	9.45E-08
40807	9	32	6	17	0.537454936	1.15E-16
40808	9	32	6	18	0.288793313	2.80E-05
40809	9	32	6	19	0.274000735	7.32E-05
40810	9	32	6	20	0.446358707	2.21E-11
40811	9	32	6	21	-0.289449895	2.68E-05
40812	9	32	6	22	-0.283437974	3.99E-05
40813	9	32	6	23	-0.615855002	1.09E-22
40814	9	32	6	24	0.285435452	3.50E-05
40815	9	32	6	25	0.270137695	9.32E-05
40816	9	32	6	26	0.44673047	2.12E-11
40817	9	32	7	9	0.13381103	0.056384822
40818	9	32	7	10	0.134301215	0.055479359
40819	9	32	7	11	0.018093405	0.797287952
40820	9	32	7	12	-0.117388602	0.09449905
40821	9	32	7	13	-0.129328517	0.065244353
40822	9	32	7	14	0.088885392	0.206143845
40823	9	32	7	15	0.148007096	0.034632987
40824	9	32	7	16	0.149492142	0.032837773
40825	9	32	7	17	0.019064118	0.786666777
40826	9	32	7	18	0.093635122	0.1828314
40827	9	32	7	19	0.093644781	0.182786057
40828	9	32	7	20	0.021720296	0.757809954
40829	9	32	7	21	-0.155582035	0.026279955
40830	9	32	7	22	-0.146715228	0.036261695
40831	9	32	7	23	0.055984999	0.426417951
40832	9	32	7	24	0.09654726	0.169532208
40833	9	32	7	25	0.097051934	0.16730259
40834	9	32	7	26	0.025704564	0.715156977
40835	9	32	8	9	0.271707945	8.45E-05
40836	9	32	8	10	0.276814442	6.12E-05
40837	9	32	8	11	0.653394842	3.24E-26
40838	9	32	8	12	0.079770943	0.256725671
40839	9	32	8	13	0.059623763	0.396928946
40840	9	32	8	14	-0.698837649	3.21E-31
40841	9	32	8	15	0.274156635	7.25E-05
40842	9	32	8	16	0.277327865	5.93E-05
40843	9	32	8	17	0.661310551	5.02E-27
40844	9	32	8	18	0.234031691	0.000754385
40845	9	32	8	19	0.226581437	0.001118718
40846	9	32	8	20	0.516262184	2.72E-15
40847	9	32	8	21	-0.22403306	0.001276489
40848	9	32	8	22	-0.213522504	0.002166435
40849	9	32	8	23	-0.810476045	8.32E-49
40850	9	32	8	24	0.232198359	0.000832159
40851	9	32	8	25	0.223835186	0.001289555
40852	9	32	8	26	0.518795571	1.88E-15
40853	9	33	3	6	0.366976354	3.18E-08
40854	9	33	3	7	0.081833155	0.233220091
40855	9	33	3	8	0.32289617	1.39E-06
40856	9	33	3	9	0.547652047	3.81E-18
40857	9	33	3	10	0.541099729	1.13E-17
40858	9	33	3	11	0.450023361	4.57E-12
40859	9	33	3	12	-0.405003304	7.47E-10
40860	9	33	3	13	-0.447374361	6.30E-12
40861	9	33	3	14	-0.44501868	8.36E-12
40862	9	33	3	15	0.538038792	1.86E-17
40863	9	33	3	16	0.540580988	1.23E-17
40864	9	33	3	17	0.435452025	2.58E-11
40865	9	33	3	18	0.50533729	2.85E-15
40866	9	33	3	19	0.500519012	5.72E-15
40867	9	33	3	20	0.424175856	9.34E-11
40868	9	33	3	21	-0.654993323	1.32E-27
40869	9	33	3	22	-0.656874524	8.33E-28
40870	9	33	3	23	-0.447127979	6.49E-12
40871	9	33	3	24	0.504562245	3.19E-15
40872	9	33	3	25	0.497074231	9.36E-15
40873	9	33	3	26	0.416805571	2.11E-10
40874	9	33	3	27	0.560612956	4.13E-19
40875	9	33	3	28	0.41660577	2.16E-10
40876	9	33	3	29	0.234627292	0.000538907
40877	9	33	3	30	0.631754628	3.07E-25
40878	9	33	3	31	0.282795615	2.68E-05
40879	9	33	3	32	0.373433964	1.74E-08
40880	9	33	3	33	0.595432751	6.40E-22
40881	9	33	3	34	0.362056794	4.99E-08
40882	9	33	3	35	0.327628448	9.55E-07
40883	9	33	3	36	0.173519462	0.010996097
40884	9	33	3	37	-0.245754623	0.000283585
40885	9	33	3	38	-0.268973284	6.74E-05
40886	9	33	4	6	0.320912862	1.63E-06
40887	9	33	4	7	0.1543864	0.023895172
40888	9	33	4	8	0.249458876	0.000227497
40889	9	33	4	9	0.473832363	2.24E-13
40890	9	33	4	10	0.476418096	1.59E-13
40891	9	33	4	11	0.33355581	5.89E-07
40892	9	33	4	12	-0.338978511	3.75E-07
40893	9	33	4	13	-0.405421511	7.15E-10
40894	9	33	4	14	-0.222964416	0.001023362
40895	9	33	4	15	0.470269107	3.57E-13
40896	9	33	4	16	0.47881781	1.16E-13
40897	9	33	4	17	0.326666451	1.03E-06
40898	9	33	4	18	0.417842987	1.88E-10
40899	9	33	4	19	0.411837032	3.61E-10
40900	9	33	4	20	0.343906152	2.47E-07
40901	9	33	4	21	-0.50963168	1.52E-15
40902	9	33	4	22	-0.507462451	2.09E-15
40903	9	33	4	23	-0.25138376	0.000202613
40904	9	33	4	24	0.418226141	1.81E-10
40905	9	33	4	25	0.412326906	3.43E-10
40906	9	33	4	26	0.340294723	3.36E-07
40907	9	33	4	27	0.53012217	6.61E-17
40908	9	33	4	28	0.433326834	3.30E-11
40909	9	33	4	29	0.142955059	0.036640338
40910	9	33	4	30	0.534285886	3.41E-17
40911	9	33	4	31	0.349649365	1.51E-07
40912	9	33	4	32	0.235453948	0.000514331
40913	9	33	4	33	0.470039248	3.68E-13
40914	9	33	4	34	0.362912788	4.62E-08
40915	9	33	4	35	0.186884682	0.00610523
40916	9	33	4	36	0.106615183	0.119958891
40917	9	33	4	37	-0.213547109	0.00167826
40918	9	33	4	38	-0.200855368	0.003165559
40919	9	33	5	6	0.624275488	1.61E-24
40920	9	33	5	7	-0.019291311	0.779031932
40921	9	33	5	8	0.814134614	6.03E-52
40922	9	33	5	9	0.329471984	8.23E-07
40923	9	33	5	10	0.32104337	1.61E-06
40924	9	33	5	11	0.701109725	5.65E-33
40925	9	33	5	12	0.039617429	0.56435498
40926	9	33	5	13	0.0189839	0.78246444
40927	9	33	5	14	-0.834836866	7.18E-57
40928	9	33	5	15	0.326266339	1.07E-06
40929	9	33	5	16	0.321233452	1.59E-06
40930	9	33	5	17	0.702339741	3.94E-33
40931	9	33	5	18	0.308641424	4.20E-06
40932	9	33	5	19	0.306852198	4.80E-06
40933	9	33	5	20	0.561075532	3.81E-19
40934	9	33	5	21	-0.35402325	1.03E-07
40935	9	33	5	22	-0.345310126	2.19E-07
40936	9	33	5	23	-0.942006454	1.72E-102
40937	9	33	5	24	0.308871975	4.12E-06
40938	9	33	5	25	0.304982034	5.52E-06
40939	9	33	5	26	0.560223228	4.43E-19
40940	9	33	5	27	0.376451579	1.31E-08
40941	9	33	5	28	0.348357989	1.69E-07
40942	9	33	5	29	0.731767724	3.75E-37
40943	9	33	5	30	0.40630911	6.51E-10
40944	9	33	5	31	0.15389615	0.024350664
40945	9	33	5	32	0.781620304	2.44E-45
40946	9	33	5	33	0.401328076	1.10E-09
40947	9	33	5	34	0.358446193	6.92E-08
40948	9	33	5	35	0.768946812	4.59E-43
40949	9	33	5	36	0.374344751	1.60E-08
40950	9	33	5	37	-0.269068957	6.70E-05
40951	9	33	5	38	-0.394298179	2.26E-09
40952	9	33	6	9	0.321564454	1.55E-06
40953	9	33	6	10	0.333153734	6.09E-07
40954	9	33	6	11	0.511262798	1.19E-15
40955	9	33	6	12	-0.053233416	0.43850142
40956	9	33	6	13	-0.091322025	0.183227067
40957	9	33	6	14	-0.545350812	5.59E-18
40958	9	33	6	15	0.324829421	1.20E-06
40959	9	33	6	16	0.334610134	5.40E-07
40960	9	33	6	17	0.513574462	8.44E-16
40961	9	33	6	18	0.270577558	6.07E-05
40962	9	33	6	19	0.258192354	0.000133518
40963	9	33	6	20	0.430937635	4.35E-11
40964	9	33	6	21	-0.268398763	6.99E-05
40965	9	33	6	22	-0.2630711	9.83E-05
40966	9	33	6	23	-0.616842116	7.97E-24
40967	9	33	6	24	0.267518989	7.40E-05
40968	9	33	6	25	0.255057676	0.000162013
40969	9	33	6	26	0.431301413	4.17E-11
40970	9	33	7	9	0.133647909	0.050888685
40971	9	33	7	10	0.134103929	0.050096414
40972	9	33	7	11	0.021858953	0.750534953
40973	9	33	7	12	-0.122898271	0.072793332
40974	9	33	7	13	-0.133998317	0.050278979
40975	9	33	7	14	0.094595102	0.167957666
40976	9	33	7	15	0.146855341	0.031762869
40977	9	33	7	16	0.148236245	0.030173957
40978	9	33	7	17	0.022302127	0.745649206
40979	9	33	7	18	0.091668443	0.181564241
40980	9	33	7	19	0.091677006	0.181523275
40981	9	33	7	20	0.024785612	0.718462756
40982	9	33	7	21	-0.158409971	0.020426298
40983	9	33	7	22	-0.150163087	0.028070538
40984	9	33	7	23	0.061237183	0.372707666
40985	9	33	7	24	0.094378867	0.168936203
40986	9	33	7	25	0.094847732	0.166819784
40987	9	33	7	26	0.028489431	0.678575593
40988	9	33	8	9	0.224056611	0.000965019
40989	9	33	8	10	0.229272044	0.00072632
40990	9	33	8	11	0.607416151	5.73E-23
40991	9	33	8	12	0.125323276	0.067279158
40992	9	33	8	13	0.10979167	0.109254674
40993	9	33	8	14	-0.716753212	4.89E-35
40994	9	33	8	15	0.226605633	0.000840557
40995	9	33	8	16	0.230049909	0.0006958
40996	9	33	8	17	0.615402486	1.08E-23
40997	9	33	8	18	0.203147146	0.002830454
40998	9	33	8	19	0.198765046	0.00350209
40999	9	33	8	20	0.486162152	4.28E-14
41000	9	33	8	21	-0.192326701	0.004751342
41001	9	33	8	22	-0.182778187	0.00734519
41002	9	33	8	23	-0.823062665	5.44E-54
41003	9	33	8	24	0.201804265	0.003022681
41004	9	33	8	25	0.197146107	0.003784586
41005	9	33	8	26	0.488667315	3.03E-14
41006	9	34	3	6	0.355003764	5.03E-08
41007	9	34	3	7	0.080745257	0.229763061
41008	9	34	3	8	0.308684475	2.61E-06
41009	9	34	3	9	0.538197549	3.81E-18
41010	9	34	3	10	0.532219466	1.04E-17
41011	9	34	3	11	0.44236077	4.22E-12
