	a.i.	length.patient.	mean.d.JMJD1C.	median.d.JMJD1C.	sum.d.JMJD1C.	mean.e.IFNG.	median.e.IFNG.	sum.e.IFNG.	mean.f.STAT3_mean.	median.f.STAT3_mean.	sum.f.STAT3_mean.	mean.f.STAT3_median.	median.f.STAT3_median.	sum.f.STAT3_median.	mean.f.STAT3_sum.	median.f.STAT3_sum.	sum.f.STAT3_sum.	mean.f.PI3K_mean.	median.f.PI3K_mean.	sum.f.PI3K_mean.	mean.f.PI3K_median.	median.f.PI3K_median.	sum.f.PI3K_median.	mean.f.PI3K_sum.	median.f.PI3K_sum.	sum.f.PI3K_sum.	mean.o.GZMB.	median.o.GZMB.	sum.o.GZMB.	mean.p.TNF.	median.p.TNF.	sum.p.TNF.	mean.q.IFNG.	median.q.IFNG.	sum.q.IFNG.	Treg_frequence	CD8_frequence	CD8_ratio	mean.d.JMJD1C.	median.d.JMJD1C.	sum.d.JMJD1C.	mean.e.IFNG.	median.e.IFNG.	sum.e.IFNG.	mean.f.STAT3_mean.	median.f.STAT3_mean.	sum.f.STAT3_mean.	mean.f.STAT3_median.	median.f.STAT3_median.	sum.f.STAT3_median.	mean.f.STAT3_sum.	median.f.STAT3_sum.	sum.f.STAT3_sum.	mean.f.PI3K_mean.	median.f.PI3K_mean.	sum.f.PI3K_mean.	mean.f.PI3K_median.	median.f.PI3K_median.	sum.f.PI3K_median.	mean.f.PI3K_sum.	median.f.PI3K_sum.	sum.f.PI3K_sum.	mean.o.GZMB.	median.o.GZMB.	sum.o.GZMB.	mean.p.TNF.	median.p.TNF.	sum.p.TNF.	mean.q.IFNG.	median.q.IFNG.	sum.q.IFNG.	Treg_frequence	CD8_frequence	CD8_ratio
218	PACA.thisStudy.sce.rds	6	0.670990316	0.592665412	2.012970948	-0.467671978	-0.467671978	-1.403015933	0.041862572	0.03333661	0.125587717	-0.003469103	-0.004274255	-0.01040731	3.600181208	2.866948454	10.80054363	0.059502377	0.089797407	0.178507132	-0.069828787	-0.070796575	-0.209486361	6.188247257	9.338930331	18.56474177	0.985590694	0.557192488	4.927953468	-0.196995714	-0.511458263	-0.984978569	-0.033942553	-0.467671978	-0.169712764	0.428571429	0.416666667	1.666666667	0.96779871	0.913479977	2.903396131	0	0	0	0.041862572	0.03333661	0.125587717	-0.003469103	-0.004274255	-0.01040731	3.600181208	2.866948454	10.80054363	0.059502377	0.089797407	0.178507132	-0.069828787	-0.070796575	-0.209486361	6.188247257	9.338930331	18.56474177	2.139383758	1.58073405	10.69691879	0.284149321	0	1.420746606	0.400171464	0	2.000857319	0.428571429	0.416666667	1.666666667
219	RC.MatthewDYoung2018.sce.rds	4	-0.240989976	-0.551818002	-1.686929831	-0.484644451	-0.484644451	-3.39251116	-0.004285287	-0.001692367	-0.029997011	-0.02118712	-0.016165153	-0.148309838	-0.372819993	-0.147235954	-2.609739948	0.03550678	0.028948433	0.248547458	-0.047022873	-0.046582184	-0.329160114	3.728211866	3.039585478	26.09748306	-0.457065646	-0.529592499	-25.13861051	-0.120953971	-0.325931449	-6.65246843	-0.484644451	-0.484644451	-26.65544483	0.122807018	0.491071429	7.857142857	0.211739517	0	1.482176619	0	0	0	-0.004285287	-0.001692367	-0.029997011	-0.02118712	-0.016165153	-0.148309838	-0.372819993	-0.147235954	-2.609739948	0.03550678	0.028948433	0.248547458	-0.047022873	-0.046582184	-0.329160114	3.728211866	3.039585478	26.09748306	0.078431662	0	4.313741396	0.106344574	0	5.848951585	0	0	0	0.122807018	0.491071429	7.857142857
220	RC.MatthewDYoung2018.sce.rds	4	0.263152175	-0.551818002	21.84163055	-0.351145946	-0.484644451	-29.14511349	0.021526162	0.019949852	1.786671473	-0.027164183	-0.028369763	-2.254627195	1.872776122	1.735637081	155.4404182	0.013182205	0.011200168	1.094123022	-0.070907082	-0.067432912	-5.885287824	1.384131533	1.176017631	114.8829173	-0.320544889	-0.529592499	-109.946897	0.06344553	-0.325931449	21.7618168	-0.004882197	-0.484644451	-1.674593731	0.436842105	0.643527205	4.13253012	0.555166771	0	46.07884198	0.113911624	0	9.454664789	0.021526162	0.019949852	1.786671473	-0.027164183	-0.028369763	-2.254627195	1.872776122	1.735637081	155.4404182	0.013182205	0.011200168	1.094123022	-0.070907082	-0.067432912	-5.885287824	1.384131533	1.176017631	114.8829173	0.226067321	0	77.54109106	0.202013068	0	69.29048224	0.409371604	0	140.4144602	0.436842105	0.643527205	4.13253012
221	RC.MatthewDYoung2018.sce.rds	4	0.269267531	-0.551818002	3.500477909	-0.484644451	-0.484644451	-6.300377868	0.050562759	0.047971105	0.657315865	-0.023316826	-0.02255463	-0.303118737	4.398960019	4.173486176	57.18648024	-0.006303148	8.65E-05	-0.081940923	-0.069688299	-0.067663891	-0.905947885	-0.661830534	0.009083586	-8.603796938	-0.294403208	-0.529592499	-198.7221654	-0.031739162	-0.325931449	-21.42393404	0.315390762	-0.484644451	212.8887644	0.091549296	0.82619339	51.92307692	0.55933262	0	7.271324056	0	0	0	0.050562759	0.047971105	0.657315865	-0.023316826	-0.02255463	-0.303118737	4.398960019	4.173486176	57.18648024	-0.006303148	8.65E-05	-0.081940923	-0.069688299	-0.067663891	-0.905947885	-0.661830534	0.009083586	-8.603796938	0.254337339	0	171.6777041	0.152630201	0	103.0253856	0.682654161	0	460.7915583	0.091549296	0.82619339	51.92307692
222	RC.MatthewDYoung2018.sce.rds	4	-0.12848732	-0.551818002	-22.09981912	-0.414444469	-0.484644451	-71.2844486	0.021546927	0.021347883	3.706071477	-0.020788617	-0.01771428	-3.575642063	1.874582666	1.857265848	322.4282185	0.006876694	0.006267995	1.18279142	-0.053457644	-0.053251312	-9.194714772	0.722052902	0.658139514	124.1930991	0.201165989	-0.529592499	316.4341	-0.074524545	-0.325931449	-117.2271086	0.003106685	-0.484644451	4.886814861	0.205988024	0.653239203	9.145348837	0.28837758	0	49.60094378	0.059900251	0	10.30284322	0.021546927	0.021347883	3.706071477	-0.020788617	-0.01771428	-3.575642063	1.874582666	1.857265848	322.4282185	0.006876694	0.006267995	1.18279142	-0.053457644	-0.053251312	-9.194714772	0.722052902	0.658139514	124.1930991	0.790253539	0	1243.068817	0.130432673	0	205.170594	0.416188359	0	654.664288	0.205988024	0.653239203	9.145348837
223	RC.thisStudy.sce.rds	6	0.162929495	-0.617762522	4.073237381	-0.416353438	-0.416353438	-10.40883596	-0.028597503	-0.041106948	-0.714937573	-0.015507656	-0.013406876	-0.38769139	-2.459385252	-3.535197532	-61.48463131	0.003736042	0.006078215	0.093401056	-0.069781267	-0.073344143	-1.744531666	0.388548394	0.632134342	9.713709843	0.511955058	0.81349832	591.8200466	0.138065973	-0.427200073	159.6042653	0.085393983	-0.416353438	98.71544481	0.034059946	0.611640212	46.24	0.506229119	0	12.65572797	0	0	0	-0.028597503	-0.041106948	-0.714937573	-0.015507656	-0.013406876	-0.38769139	-2.459385252	-3.535197532	-61.48463131	0.003736042	0.006078215	0.093401056	-0.069781267	-0.073344143	-1.744531666	0.388548394	0.632134342	9.713709843	1.66680809	2.066058587	1926.830152	0.354764117	0	410.1073192	0.35425461	0	409.5183292	0.034059946	0.611640212	46.24
224	RC.thisStudy.sce.rds	6	-0.617762522	-0.617762522	-2.471050089	-0.416353438	-0.416353438	-1.665413754	0.023823921	0.028178814	0.095295682	-0.004703988	-0.002762296	-0.018815952	2.048857173	2.423377983	8.195428691	0.014976867	0.021477479	0.059907468	-0.067296462	-0.070989528	-0.269185848	1.557594159	2.233657791	6.230376636	0.592363741	0.851202234	318.6916925	0.449909506	-0.427200073	242.0513143	0.760918878	-0.416353438	409.3743565	0.005617978	0.4304	134.5	0	0	0	0	0	0	0.023823921	0.028178814	0.095295682	-0.004703988	-0.002762296	-0.018815952	2.048857173	2.423377983	8.195428691	0.014976867	0.021477479	0.059907468	-0.067296462	-0.070989528	-0.269185848	1.557594159	2.233657791	6.230376636	1.773271111	2.115979471	954.0198577	0.550478854	0	296.1576233	0.831203365	0	447.1874104	0.005617978	0.4304	134.5
225	RC.thisStudy.sce.rds	6	0.189891536	-0.617762522	4.557396858	-0.337502919	-0.416353438	-8.100070055	-0.022829952	-0.020376425	-0.547918852	-0.016097955	-0.015457623	-0.386350911	-1.963375887	-1.752372542	-47.12102129	0.020688139	0.023052782	0.496515336	-0.072341468	-0.069358192	-1.736195234	2.151566454	2.397489291	51.6375949	-0.348788723	-0.746940683	-27.20552043	-0.36912231	-0.427200073	-28.79154017	-0.148966392	-0.416353438	-11.61937859	0.4	0.565217391	3.25	0.523712287	0	12.5690949	0.055671756	0	1.336122143	-0.022829952	-0.020376425	-0.547918852	-0.016097955	-0.015457623	-0.386350911	-1.963375887	-1.752372542	-47.12102129	0.020688139	0.023052782	0.496515336	-0.072341468	-0.069358192	-1.736195234	2.151566454	2.397489291	51.6375949	0.527162723	0	41.1186924	0.036449927	0	2.843094333	0.188786409	0	14.72533987	0.4	0.565217391	3.25
226	RC.thisStudy.sce.rds	6	-0.330798859	-0.617762522	-193.8481311	-0.34309752	-0.416353438	-201.055147	0.015592783	0.013508586	9.137370876	-0.017305558	-0.01606111	-10.14105714	1.340979344	1.161738418	785.8138953	0.029598227	0.02837717	17.34456109	-0.078496281	-0.078118321	-45.99882094	3.07821562	2.951225725	1803.834353	0.794318935	1.060360741	546.4914275	-0.128028009	-0.427200073	-88.08326985	0.315442046	-0.416353438	217.0241275	0.452859351	0.347124117	1.174061433	0.186077684	0	109.0415229	0.051721734	0	30.30893609	0.015592783	0.013508586	9.137370876	-0.017305558	-0.01606111	-10.14105714	1.340979344	1.161738418	785.8138953	0.029598227	0.02837717	17.34456109	-0.078496281	-0.078118321	-45.99882094	3.07821562	2.951225725	1803.834353	2.040664622	2.39291034	1403.97726	0.187762053	0	129.1802923	0.516678138	0	355.4745592	0.452859351	0.347124117	1.174061433
227	RC.thisStudy.sce.rds	6	0.071155088	-0.617762522	46.6065829	-0.382047587	-0.416353438	-250.2411694	-0.009804038	-0.013582441	-6.42164465	-0.013552178	-0.014135252	-8.876676605	-0.843147236	-1.16808991	-552.2614399	0.009620773	0.006774191	6.301606513	-0.072133245	-0.071837533	-47.24727542	1.000560423	0.704515912	655.3670773	0.9070431	1.320489692	2517.044602	-0.214101444	-0.427200073	-594.131508	-0.30991823	-0.416353438	-860.0230874	0.324418029	0.578848561	4.236641221	0.446719253	0	292.6011108	0.024221362	0	15.86499227	-0.009804038	-0.013582441	-6.42164465	-0.013552178	-0.014135252	-8.876676605	-0.843147236	-1.16808991	-552.2614399	0.009620773	0.006774191	6.301606513	-0.072133245	-0.071837533	-47.24727542	1.000560423	0.704515912	655.3670773	2.189914114	2.737327297	6077.011666	0.133741885	0	371.133732	0.075147697	0	208.5348599	0.324418029	0.578848561	4.236641221
228	RC.thisStudy.sce.rds	6	0.086812666	-0.617762522	24.5679845	-0.355854486	-0.416353438	-100.7068195	-0.015389637	-0.022401995	-4.355267412	-0.015477706	-0.015068445	-4.380190808	-1.323508825	-1.926571553	-374.5529975	0.022497819	0.020273978	6.36688266	-0.072843778	-0.070912544	-20.61478931	2.339773133	2.108493754	662.1557966	-0.207883314	-0.746940683	-862.9236357	-0.326547595	-0.427200073	-1355.499066	0.196958712	-0.416353438	817.5756152	0.211351755	0.756102004	14.66784452	0.456872196	0	129.2948316	0.042714784	0	12.08828396	-0.015389637	-0.022401995	-4.355267412	-0.015477706	-0.015068445	-4.380190808	-1.323508825	-1.926571553	-374.5529975	0.022497819	0.020273978	6.36688266	-0.072843778	-0.070912544	-20.61478931	2.339773133	2.108493754	662.1557966	0.713724858	0	2962.671885	0.063170056	0	262.2189005	0.433023963	0	1797.482469	0.211351755	0.756102004	14.66784452
229	SCC.KathrynEYost2019.sce.rds	4	0.007054806	-0.695482993	1.615550652	-0.410872148	-0.437052522	-94.08972186	-0.017774397	-0.019513696	-4.070336817	-0.025408918	-0.021741546	-5.818642115	-1.40417733	-1.541581984	-321.5566086	0.007702782	0.009500585	1.763937134	-0.081810854	-0.080743097	-18.73468548	0.75487266	0.931057318	172.8658391	-0.002229046	-0.001532325	-14.41300862	-0.158672202	-0.302141783	-1025.97446	-0.113455833	-0.437052522	-733.6054153	0.222330097	0.862593383	28.23580786	0.43827377	0	100.3646934	0.020226905	0	4.631961303	-0.017774397	-0.019513696	-4.070336817	-0.025408918	-0.021741546	-5.818642115	-1.40417733	-1.541581984	-321.5566086	0.007702782	0.009500585	1.763937134	-0.081810854	-0.080743097	-18.73468548	0.75487266	0.931057318	172.8658391	1.191435736	1.192374009	7703.823467	0.068888038	0	445.4300526	0.250010161	0	1616.565699	0.222330097	0.862593383	28.23580786
230	SCC.KathrynEYost2019.sce.rds	4	-0.073624116	-0.695482993	-54.62909379	-0.270215664	-0.437052522	-200.5000225	0.034471375	0.030521323	25.57776024	-0.018891385	-0.014663383	-14.01740794	2.723238624	2.411184492	2020.643059	-0.009297987	-0.008755213	-6.899106681	-0.08652452	-0.086071094	-64.20119416	-0.911202769	-0.858010886	-676.1124547	0.723378904	0.950275843	1313.65609	0.138948418	-0.302141783	252.3303265	0.839698956	-0.437052522	1524.893305	0.295382166	0.419593346	2.447439353	0.387942734	0	287.8535089	0.128897826	0	95.64218698	0.034471375	0.030521323	25.57776024	-0.018891385	-0.014663383	-14.01740794	2.723238624	2.411184492	2020.643059	-0.009297987	-0.008755213	-6.899106681	-0.08652452	-0.086071094	-64.20119416	-0.911202769	-0.858010886	-676.1124547	2.168611994	2.474174113	3938.199382	0.211792899	0	384.6159047	0.986415662	0	1791.330842	0.295382166	0.419593346	2.447439353
231	SCC.KathrynEYost2019.sce.rds	4	-0.060826035	-0.695482993	-56.50738625	-0.414466386	-0.437052522	-385.0392725	0.022416414	0.021993476	20.82484821	-0.017732188	-0.012391808	-16.47320222	1.770896673	1.737484593	1645.163009	0.029820239	0.030862261	27.70300211	-0.076602538	-0.076134766	-71.16375799	2.92238343	3.024501621	2714.894207	0.822307363	1.132649286	1483.442483	-0.127256483	-0.302141783	-229.5706945	-0.044697072	-0.437052522	-80.63351807	0.551990493	0.517350158	1.941872982	0.395926736	0	367.8159381	0.017450004	0	16.21105381	0.022416414	0.021993476	20.82484821	-0.017732188	-0.012391808	-16.47320222	1.770896673	1.737484593	1645.163009	0.029820239	0.030862261	27.70300211	-0.076602538	-0.076134766	-71.16375799	2.92238343	3.024501621	2714.894207	2.301838955	2.719776436	4152.517475	0.083972541	0	151.4864632	0.303133043	0	546.8520096	0.551990493	0.517350158	1.941872982
232	SCC.KathrynEYost2019.sce.rds	4	-0.030659129	-0.695482993	-10.30146726	-0.409284724	-0.437052522	-137.5196673	-0.015213064	-0.017298361	-5.111589439	-0.018668106	-0.013361746	-6.272483692	-1.201832041	-1.366570523	-403.8155656	0.007833431	0.006941199	2.632032746	-0.07450243	-0.074266493	-25.03281649	0.767676218	0.680237483	257.9392091	0.665207326	0.879728597	558.1089469	-0.057841774	-0.302141783	-48.52924839	-0.109440799	-0.437052522	-91.82083002	0.233171409	0.367982456	2.49702381	0.41474617	0	139.3547132	0.021453346	0	7.208324142	-0.015213064	-0.017298361	-5.111589439	-0.018668106	-0.013361746	-6.272483692	-1.201832041	-1.366570523	-403.8155656	0.007833431	0.006941199	2.632032746	-0.07450243	-0.074266493	-25.03281649	0.767676218	0.680237483	257.9392091	2.090272328	2.379168134	1753.738483	0.117302554	0	98.4168429	0.253112168	0	212.3611092	0.233171409	0.367982456	2.49702381
233	STAD.BoxiKang2019.sce.rds	7	-0.02443691	-0.834826832	-2.859118432	-0.454005952	-0.48033995	-53.1186964	0.027378917	0.02659724	3.203333309	-0.005948021	0	-0.695918504	2.381965794	2.313959915	278.6899979	-0.004723697	-0.004215534	-0.55267252	-0.079032483	-0.077014282	-9.246800495	-0.491264462	-0.438415514	-57.47794206	0.254177767	0.264136199	214.5260356	-0.149795178	-0.435305472	-126.4271299	0.381246508	-0.48033995	321.7720528	0.324099723	0.700414938	7.213675214	0.588660616	0	68.87329207	0.0239965	0	2.807590446	0.027378917	0.02659724	3.203333309	-0.005948021	0	-0.695918504	2.381965794	2.313959915	278.6899979	-0.004723697	-0.004215534	-0.55267252	-0.079032483	-0.077014282	-9.246800495	-0.491264462	-0.438415514	-57.47794206	1.449763345	1.463027662	1223.600263	0.194575273	0	164.2215301	0.785109023	0	662.6320156	0.324099723	0.700414938	7.213675214
234	STAD.BoxiKang2019.sce.rds	7	-0.181219351	-0.834826832	-4.530483781	-0.404568506	-0.48033995	-10.11421265	0.015261434	0.020685552	0.38153585	-0.007361462	-0.00905947	-0.18403656	1.327744759	1.799643007	33.19361896	-0.020223829	-0.015652702	-0.505595733	-0.07655653	-0.072627251	-1.91391325	-2.10327825	-1.627881031	-52.58195625	0.331442032	0.501179437	63.63687021	0.151845322	-0.435305472	29.15430176	0.2782494	-0.48033995	53.42388483	0.177304965	0.576576577	7.68	0.474775132	0	11.8693783	0.069045705	0	1.726142615	0.015261434	0.020685552	0.38153585	-0.007361462	-0.00905947	-0.18403656	1.327744759	1.799643007	33.19361896	-0.020223829	-0.015652702	-0.505595733	-0.07655653	-0.072627251	-1.91391325	-2.10327825	-1.627881031	-52.58195625	1.552676907	1.778761773	298.1139662	0.40014328	0	76.82750974	0.6912543	0	132.7208255	0.177304965	0.576576577	7.68
235	STAD.BoxiKang2019.sce.rds	7	0.18072284	-0.834826832	1.987951238	-0.48033995	-0.48033995	-5.283739445	0.015061581	0.009461832	0.165677391	-0.005384663	0	-0.059231293	1.310357547	0.823179402	14.41393302	0.053692058	0.050774742	0.590612643	-0.054193677	-0.052832864	-0.596130446	5.583974079	5.280573189	61.42371487	0.146388512	0.082061522	19.17689511	0.189026424	-0.435305472	24.76246158	0.175056719	-0.48033995	22.93243013	0.161764706	0.658291457	11.90909091	0.737686981	0	8.114556794	0	0	0	0.015061581	0.009461832	0.165677391	-0.005384663	0	-0.059231293	1.310357547	0.823179402	14.41393302	0.053692058	0.050774742	0.590612643	-0.054193677	-0.052832864	-0.596130446	5.583974079	5.280573189	61.42371487	1.306191459	1.220509939	171.1110812	0.425482202	0	55.73816849	0.597221362	0	78.23599845	0.161764706	0.658291457	11.90909091
236	STAD.BoxiKang2019.sce.rds	7	0.274820436	0.567942153	21.43599398	-0.453573608	-0.48033995	-35.37874146	-0.00063029	-0.00271282	-0.049162603	-0.006208627	0	-0.484272941	-0.054835211	-0.236015316	-4.277146439	-0.011243063	-0.003104018	-0.8769589	-0.079298333	-0.077044673	-6.18526994	-1.169278533	-0.322817911	-91.20372557	0.542545321	0.737393154	398.2282655	0.316903443	-0.435305472	232.6071271	0.169194036	-0.48033995	124.1884221	0.190709046	0.642169729	9.41025641	0.806038706	1.018959926	62.87101905	0.024390467	0	1.902456415	-0.00063029	-0.00271282	-0.049162603	-0.006208627	0	-0.484272941	-0.054835211	-0.236015316	-4.277146439	-0.011243063	-0.003104018	-0.8769589	-0.079298333	-0.077044673	-6.18526994	-1.169278533	-0.322817911	-91.20372557	1.833859824	2.093390988	1346.053111	0.512630393	0	376.2707087	0.591879072	0	434.4392386	0.190709046	0.642169729	9.41025641
237	STAD.BoxiKang2019.sce.rds	7	0.090032005	0.411552791	5.041792302	-0.48033995	-0.48033995	-26.89903718	0.017580555	0.008374229	0.984511081	-0.005219253	-0.002371784	-0.29227815	1.529508287	0.728557929	85.65246405	0.00131787	0.002058625	0.073800714	-0.072095961	-0.073352079	-4.037373797	0.13705847	0.214096997	7.675274302	0.336627293	0.46245913	42.07841157	-0.244767855	-0.435305472	-30.59598185	-0.167381982	-0.48033995	-20.92274771	0.261682243	0.368731563	2.232142857	0.6718099	0.905359971	37.62135442	0	0	0	0.017580555	0.008374229	0.984511081	-0.005219253	-0.002371784	-0.29227815	1.529508287	0.728557929	85.65246405	0.00131787	0.002058625	0.073800714	-0.072095961	-0.073352079	-4.037373797	0.13705847	0.214096997	7.675274302	1.55958351	1.727187546	194.9479388	0.129851391	0	16.23142386	0.285178722	0	35.6473402	0.261682243	0.368731563	2.232142857
238	STAD.BoxiKang2019.sce.rds	7	0.23705246	-0.834826832	2.133472136	-0.48033995	-0.48033995	-4.323059546	-0.009047259	-0.00593893	-0.081425329	-0.010995843	-0.009675956	-0.09896259	-0.787111509	-0.516686932	-7.084003581	0.012087541	0.035772946	0.108787873	-0.06082346	-0.066960154	-0.547411137	1.257104313	3.72038638	11.31393882	1.06578621	1.226869121	15.98679315	-0.324195912	-0.435305472	-4.862938681	0.038159745	-0.48033995	0.572396178	0.333333333	0.357142857	1.666666667	0.778604357	0	7.00743921	0	0	0	-0.009047259	-0.00593893	-0.081425329	-0.010995843	-0.009675956	-0.09896259	-0.787111509	-0.516686932	-7.084003581	0.012087541	0.035772946	0.108787873	-0.06082346	-0.066960154	-0.547411137	1.257104313	3.72038638	11.31393882	2.530800174	2.745357527	37.9620026	0.075721168	0	1.13581752	0.472475844	0	7.087137663	0.333333333	0.357142857	1.666666667
239	STAD.BoxiKang2019.sce.rds	7	-0.628496118	-0.834826832	-3.142480591	-0.48033995	-0.48033995	-2.401699748	0.052432751	0.071419032	0.262163755	-0.0039233	0	-0.019616498	4.561649344	6.213455805	22.80824672	0.007819661	0.008379829	0.039098307	-0.07587534	-0.078934307	-0.379376698	0.813244781	0.87150221	4.066223904	0.702055072	1.097272166	7.722605787	-0.298930581	-0.435305472	-3.28823639	-0.196443677	-0.48033995	-2.160880445	0.714285714	0.611111111	2.2	0.149876944	0	0.74938472	0	0	0	0.052432751	0.071419032	0.262163755	-0.0039233	0	-0.019616498	4.561649344	6.213455805	22.80824672	0.007819661	0.008379829	0.039098307	-0.07587534	-0.078934307	-0.379376698	0.813244781	0.87150221	4.066223904	2.046321778	2.572738474	22.50953956	0.092939492	0	1.02233441	0.258696644	0	2.845663088	0.714285714	0.611111111	2.2
240	THCA.thisStudy.sce.rds	10	-0.11726773	-0.762496575	-52.88774609	-0.091979752	-0.330478526	-41.48286816	0.020603554	0.016393941	9.292203011	-0.01213803	-0.011818492	-5.474251327	1.771905674	1.409878949	799.1294589	0.021906281	0.021864722	9.879732676	-0.069273751	-0.069359494	-31.24246158	2.278253211	2.273931064	1027.492198	0.954573934	1.007668609	2004.605262	0.168152394	-0.395852567	353.1200265	0.297373107	-0.330478526	624.4835239	0.407407407	0.654817587	4.65631929	0.448067375	0	202.0783859	0.150098925	0	67.69461518	0.020603554	0.016393941	9.292203011	-0.01213803	-0.011818492	-5.474251327	1.771905674	1.409878949	799.1294589	0.021906281	0.021864722	9.879732676	-0.069273751	-0.069359494	-31.24246158	2.278253211	2.273931064	1027.492198	1.368605147	1.418845113	2874.07081	0.350595143	0	736.2498007	0.395137692	0	829.7891531	0.407407407	0.654817587	4.65631929
241	THCA.thisStudy.sce.rds	10	-0.03162047	-0.762496575	-10.11855031	-0.260843236	-0.330478526	-83.46983566	-0.008574858	-0.013092386	-2.743954454	-0.012906903	-0.011177049	-4.13020887	-0.73743776	-1.12594522	-235.9800831	-0.004152459	0.002232267	-1.328786959	-0.07232768	-0.072305578	-23.14485772	-0.431855762	0.232155749	-138.1938437	0.817300936	0.684245512	1743.302897	-0.13046724	-0.395852567	-278.2866222	-0.128759777	-0.330478526	-274.6446039	0.204472843	0.576798269	6.665625	0.507543548	0	162.4139355	0.043824888	0	14.02396424	-0.008574858	-0.013092386	-2.743954454	-0.012906903	-0.011177049	-4.13020887	-0.73743776	-1.12594522	-235.9800831	-0.004152459	0.002232267	-1.328786959	-0.07232768	-0.072305578	-23.14485772	-0.431855762	0.232155749	-138.1938437	1.238712824	1.11281131	2642.174454	0.164968065	0	351.8768818	0.126951459	0	270.7874628	0.204472843	0.576798269	6.665625
242	THCA.thisStudy.sce.rds	10	0.2601083	0.108884782	21.06877233	-0.330478526	-0.330478526	-26.76876062	-0.028184229	-0.033714904	-2.282922548	-0.011413538	-0.011096666	-0.924496598	-2.423843693	-2.899481739	-196.3313391	-0.003086671	-0.001614148	-0.25002033	-0.067151816	-0.069052121	-5.439297094	-0.321013757	-0.167871401	-26.00211435	0.576472208	-0.491797387	1111.438417	-0.04841838	-0.395852567	-93.35063686	-0.088865329	-0.330478526	-171.3323552	0.144385027	0.774608276	23.80246914	0.710129259	0.605114851	57.52046998	0	0	0	-0.028184229	-0.033714904	-2.282922548	-0.011413538	-0.011096666	-0.924496598	-2.423843693	-2.899481739	-196.3313391	-0.003086671	-0.001614148	-0.25002033	-0.067151816	-0.069052121	-5.439297094	-0.321013757	-0.167871401	-26.00211435	1.010832588	0	1948.88523	0.215971041	0	416.392167	0.152058983	0	293.1697196	0.144385027	0.774608276	23.80246914
243	THCA.thisStudy.sce.rds	10	0.49028424	0.623324089	791.3187628	-0.160633774	-0.330478526	-259.2629116	0.039725383	0.038229864	64.11676802	-0.010336234	-0.010029714	-16.68268202	3.41638293	3.287768304	5514.04205	0.041965635	0.041887781	67.73253558	-0.064202859	-0.065813895	-103.6234149	4.364426085	4.356329266	7044.183701	0.124086414	-0.491797387	141.8307712	-0.035233925	-0.395852567	-40.27237656	0.017177948	-0.330478526	19.63439471	0.534968512	0.274759615	0.708178439	0.869970732	0.962357823	1404.132761	0.106891596	0	172.5230364	0.039725383	0.038229864	64.11676802	-0.010336234	-0.010029714	-16.68268202	3.41638293	3.287768304	5514.04205	0.041965635	0.041887781	67.73253558	-0.064202859	-0.065813895	-103.6234149	4.364426085	4.356329266	7044.183701	0.582769948	0	666.1060511	0.224166724	0	256.2225655	0.218797196	0	250.0851952	0.534968512	0.274759615	0.708178439
244	THCA.thisStudy.sce.rds	10	-0.045954388	-0.762496575	-12.08600414	-0.202355732	-0.330478526	-53.21955758	0.003598594	0.002254218	0.946430306	-0.010821339	-0.009898768	-2.846012095	0.309479111	0.193862781	81.39300632	0.003652072	0.00597562	0.960495002	-0.069885561	-0.07311977	-18.37990264	0.379815514	0.621464444	99.89148019	0.424356532	-0.491797387	691.2767901	-0.018922672	-0.395852567	-30.82503305	-0.132340963	-0.330478526	-215.5834279	0.150716332	0.482809721	6.19391635	0.497589621	0	130.8660702	0.080633931	0	21.20672378	0.003598594	0.002254218	0.946430306	-0.010821339	-0.009898768	-2.846012095	0.309479111	0.193862781	81.39300632	0.003652072	0.00597562	0.960495002	-0.069885561	-0.07311977	-18.37990264	0.379815514	0.621464444	99.89148019	0.866895624	0	1412.172971	0.234306078	0	381.6846014	0.124697644	0	203.1324626	0.150716332	0.482809721	6.19391635
245	THCA.thisStudy.sce.rds	10	-0.480147627	-0.762496575	-33.61033389	-0.229376482	-0.330478526	-16.05635374	-0.052964133	-0.05363083	-3.707489318	-0.021827748	-0.019442006	-1.527942341	-4.554915448	-4.612251376	-318.8440814	-0.035871068	-0.040803068	-2.510974727	-0.065921335	-0.06383448	-4.614493445	-3.730591022	-4.243519109	-261.1413716	-0.01836944	-0.491797387	-11.29720559	-0.222420282	-0.395852567	-136.7884732	-0.180777463	-0.330478526	-111.1781399	0.153846154	0.574766355	8.785714286	0.196072064	0	13.72504451	0.063628453	0	4.453991738	-0.052964133	-0.05363083	-3.707489318	-0.021827748	-0.019442006	-1.527942341	-4.554915448	-4.612251376	-318.8440814	-0.035871068	-0.040803068	-2.510974727	-0.065921335	-0.06383448	-4.614493445	-3.730591022	-4.243519109	-261.1413716	0.447973432	0	275.5036609	0.107808479	0	66.30221444	0.094214189	0	57.9417263	0.153846154	0.574766355	8.785714286
